author,text,likes,TextBlob_Score,LLM_Sentiment,TextBlob_Label
@dankaburgio2662,"Das Interview ist erste Klasse! Souverän, interessant und ohne Vorurteile. Dankeschön!",149,0.667,POSITIV,POSITIV
@TomderFahrlehrer,"Grandios! Ich war ihm gegenüber immer etwas skeptisch, doch dieses Video, wo er zum ersten Mal ungebremst reden konnte, hat meine Skepsis weg gewischt! Danke für dieses Video!!!!❤",147,0.5,POSITIV,POSITIV
@TJK501,"Platz 1 unter Ben‘s Videos, Gratulation für dieses wahnsinnig spannende Interview. 
Wünsche dem Video die 5 MILLIONEN Aufrufe🎉",105,0.35,POSITIV,POSITIV
@michaelg.5881,"Mit diesem Interview wurde Deutschland etwas wiedergegeben, was verloren war. Dialog. Danke den beiden Akteuren für dieses entspannte Gespräch.",2081,0.233,POSITIV,POSITIV
@pf9056,"Danke an den SPIEGEL für die Werbung!
Ohne deren Hetzartikel wäre ich nicht auf dieses unvoreingenomme und aufschlussreiche Interview gestoßen.",753,0.0,POSITIV,NEUTRAL
@DerCherusker252,"An den Aufrufzahlen des Videos erkennt man den Hunger der Menschen nach unvoreingenommenen Journalismus, und nach freier Rede! Herrlich!",752,0.85,POSITIV,POSITIV
@yuanhe3201,"Ich kann Herrn Björn Höcke in vielen Punkten zustimmen. Ich bin vor 20 Jahren als Ausländerin nach Deutschland gekommen, weil ich dieses Land für seine Stärken bewundert habe – Zuverlässigkeit, Sauberkeit, technologische Exzellenz und eine funktionierende Vertrauensgesellschaft.

Viele von uns haben hier studiert, gearbeitet und sich integriert – und erst nach Jahren die Chance auf Einbürgerung erhalten. Wir haben uns das erarbeitet. Das ist in den meisten Ländern eine Normalität.

Heute erkenne ich dieses Deutschland immer weniger wieder. Es ist in vielen Bereichen unsicherer, rückständiger und unsozialer geworden. Das ist keine zufällige Entwicklung, sondern auch das Ergebnis politischer Entscheidungen.

Ich erlebe in meinem Umfeld, dass immer mehr gut integrierte, hochqualifizierte Ausländer Deutschland den Rücken kehren. Gleichzeitig kommen und bleiben Menschen, die sich weniger mit der deutschen Kultur auseinandersetzen und kaum zur Gesellschaft beitragen. Das ist ein ernstes Warnsignal.

Eine Nation sollte ihre kulturellen Wurzeln bewahren und stolz darauf sein. In den meisten Ländern steht das gar nicht zur Debatte. In Deutschland hingegen werden Politiker, die solche Positionen vertreten, schnell in extreme Ecken gestellt. Das ist traurig😢.",536,0.227,POSITIV,POSITIV
@bianca_fraiser,"3,3 Millionen aufrufe 😮😮🎉🎉 Wahnsinn ❤😊 Danke für das Interview",502,0.0,POSITIV,NEUTRAL
@henkkristi,"Im Ernst, dieses Interview verdient die Bezeichnung „Interview des Jahres“. Vielen Dank, dass ich nun tatsächlich einmal die Gelegenheit hatte, mir selbst ein Bild von Herrn Höcke zu machen.",410,0.0,POSITIV,NEUTRAL
@darkcydezero1234,"Wie erwartet wird dieser Podcast Geschichte schreiben. 3,6 Millionen Aufrufe. Die 4 Millionen werden voll. Absolut verdient.",362,0.175,POSITIV,POSITIV
@stanislavpfluggenhauser9551,"Wunderbares Gespräch, geführt in gegenseitigem Respekt. Vielen Dank an beide!",351,0.5,POSITIV,POSITIV
@Rumpelkumpel,"Ich bin platt, wie sich das hier entwickelt. 3,3 Mio. Zuschauer. 
Ben, der ÖRR verblasst gerade.
Die ""echten"" Journalisten sollten hier noch einmal Nachhilfe nehmen. 
Tolles Interview. Die 4,5 Stunden vergingen wie im Flug. Chapeau‼️",295,0.286,POSITIV,POSITIV
@Chris-dt2ye,"Ich habe mir nur gedacht, dass ich kurz reinhöre. Viereinhalb Stunden sind ja viel zu lang. Aber ich konnte einfach nicht aufhören. Schlussendlich habe ich das komplette Video angesehen. Sehr interessant und empfehlenswert.",234,0.54,POSITIV,POSITIV
@tryy44,Das erste Mal das ich Herrn Höcke frei sprechen höre. Jetzt kann sich jeder sein eigenes Bild von ihm machen. Danke Ben!!,186,0.175,POSITIV,POSITIV
@SamuFB88,"Ich bin Türke in der dritten Generation in Deutschland – und ich habe es seit Jahren satt, dass scheinbar jeder unkontrolliert ins Land kommen kann. Für mich ist klar: Wer hier straffällig wird – egal ob Diebstahl oder andere Aufälligkeiten, hat sein Aufenthaltsrecht verwirkt und sollte das Land verlassen.
Ich vermisse das Deutschland, das ich früher kannte. In unserem Dorf wurde ohne Rücksicht eine große Containersiedlung errichtet – und seitdem hat sich vieles spürbar verändert. Polizeisirenen gehören plötzlich zum Alltag. Abends und nachts fehlt es an Rücksicht auf die Menschen, die am nächsten Morgen arbeiten müssen.
Was mich besonders stört: das Gefühl, dass grundlegender Respekt verloren geht. Frauen fühlen sich beobachtet, es wird heimlich gefilmt – selbst Kinder sind davon nicht ausgenommen. Das sind Entwicklungen, die ich so früher nicht erlebt habe.
Deshalb unterstütze ich konsequent die AfD und versuche auch, andere türkischstämmige Wähler davon zu überzeugen!. Für mich steht fest: So wie es jetzt läuft, kann es nicht weitergehen.
Und ja, mir ist bewust, dass man mit dieser Haltung aneckt. Aber selbst wenn ich persönlich irgendwann von solchen politischen Entwicklungen betroffen wäre, würde das nichts an meiner Überzeugung ändern. Dieses Risiko nehme ich in Kauf. Entscheidend ist für mich, dass sich die Situation im Land grundlegend verbessert.",152,0.067,POSITIV,NEUTRAL
@walterkerstin7716,"So ein kluges, faires Gespräch.  Danke für Deinen Mut,  Ben und Danke an Herrn Höcke.",151,0.5,POSITIV,POSITIV
@nicthesheep9973,"Meinen Daumen hoch für jemand, der wieder etwas für uns Deutsche tuen würde und uns nicht nur ausnimmt wie eine Weihnachtsgans.",114,0.7,POSITIV,POSITIV
@holy.telecaster,Danke für dieses Interview.  Sehr cool ! Dialog statt Hass.,106,0.233,POSITIV,POSITIV
@Andreas-Sonnenscheinchen,"Ben du rettest unser Miteinander, keine Ahnung wie du das hinbekommst aber bitte mach weiter !!!",106,0.333,POSITIV,POSITIV
@liloeth2210,"3 Millionen aufrufe!!!!  Das feiere ich so sehr 🥳    Danke Ben, Danke Björn Höcke 💫",82,0.0,POSITIV,NEUTRAL
@henningherder9238,"Weltklasse, danke euch beiden. Da wurde eine Mauer durchbrochen. Die komplette restliche Presse bekommt so etwas nicht mehr hin. Vielen Dank.",68,0.0,POSITIV,NEUTRAL
@benpiscedillo7535,"Es ist nur ein Gespräch was hier stattgefunden hat, aber es fühlt sich für mich so an, als ob hier gerade ein Stein ins rollen gebracht wurde, der sich zu etwas Großem entwickeln könnte. Ben absolute Klasse!",68,0.5,POSITIV,POSITIV
@ThomasMuentzer-w4g,"""Nicht die AfD ist extremistisch, die Regierung ist extremistisch!"" Absolut korrekte Aussage.",67,0.0,POSITIV,NEUTRAL
@byGabrieleDiwald,Ich würde am liebsten alle 10 Minuten einen Daumen hoch geben. 🙂,66,0.35,POSITIV,POSITIV
@henk-jandeja,"RESPEKT Ben und Hr. Höcke.
Ben mach bloß weiter und laß dich nicht unterkriegen....
Ich wohne und arbeite seit 36 Jahre in Deutschland aber ich erkenne meine Wahlheimat seit einige Jahre nicht wieder, ich verstehe meine Wahlheimat nicht mehr.",64,0.0,POSITIV,NEUTRAL
@vlady1411,"viele Dank, Ben    und  alles Gute für Björn",63,0.5,POSITIV,POSITIV
@IBinsXi,klingt doch vernünftig was der Mann da 4 Stunden lang erzählt,62,1.0,POSITIV,POSITIV
@Ekua-t1r,"„Zuerst ignorieren sie dich, dann lachen sie über dich, dann bekämpfen sie dich und dann gewinnst du.“
―Mahatma Gandhi",62,0.15,NEUTRAL,POSITIV
@VulfgarAdler,"Wenn eine Esken anfängt durchzudrehen, hast du alles richtig gemacht Ben!",10237,1.0,POSITIV,POSITIV
@nachospls,Ich guck das Video nochmal Dank der Werbung von Frau Esken! 😂,661,0.0,NEUTRAL,NEUTRAL
@sebsed2582,Danke dass ich DIESES GESPRÄCH erleben konnte.,517,0.0,POSITIV,NEUTRAL
@nervenbeisserofficialvideo7385,"Ich habe 30 Jahe für des ÖRR gearbeitet - Danke, dass es dieses Interviews nun gibt - welches im ÖRR nicht möglich gewesen wäre!",462,0.0,POSITIV,NEUTRAL
@psl00,"Danke Esken. 
jetzt lasse ich den Podcast jeden Tag laufen damit genug Werbeeinnahmen generiert werden",439,0.35,NEUTRAL,POSITIV
@PetraD-q5b,"Vielen herzlichen Dank für das wunderbare Interview. Hut ab, für so viel Mut! Weiter so… ❤",321,0.667,POSITIV,POSITIV
@MariaSydneyacww,"ich habe mich ehrlicherweise noch nie mit ihm beschäftigt. Ich habe aber immer nur Negatives gehört. Ich bin froh, dass ich ihn mal so sprechen hören durfte",294,0.333,POSITIV,POSITIV
@christiankrause1176,Danke Esken das sie mich auf das Video aufmerksam gemacht haben !!,258,0.5,NEUTRAL,POSITIV
@jacquelineboerner6131,Danke für den Mut. Gilt für beide Gesprächspartner. 🎉,241,0.0,POSITIV,NEUTRAL
@Kathilein.47,"Das erste Mal, dass Herr Höcke aussprechen darf! Ein klasse Interview ❤",220,0.5,POSITIV,POSITIV
@mumpel803,Ich bin hier aus Solidarität gegen Frau Esken! Es lebe die freie Rede!,195,0.35,POSITIV,POSITIV
@mia_hz2150,Danke für deinen Mut auch andere Stimmen zuzulassen ❤,192,1.0,POSITIV,POSITIV
@dro13233,"Da Esken so viel Werbung für dieses Video gemacht hat, habe ich mir auch die Zeit genommen. War ein super Tip! Tolles Gespräch! Danke dafür 💙💙💙",187,0.25,POSITIV,POSITIV
@FlorianM777,Bin wegen dem Spiegel hier! Danke Spiegel! Das Interview ist SEHR interessant,182,0.333,POSITIV,POSITIV
@amikl22,"So, dann schauen wir uns den Podcast einfach nochmal an - weil‘s so schön war 💙🧿",175,0.85,NEUTRAL,POSITIV
@Stifmeister1981,Ganz ungewohnt das Herr Höcke mal ausreden darf.,173,0.0,NEGATIV,NEUTRAL
@deadbyball,"Fast 4 mio Aufrufe innerhalb 6 Tagen! Das ist nicht nur krass, das ist sensationell beeindruckend. Respekt.",142,0.283,POSITIV,POSITIV
@andreegru6915,Was soll man nach diesen wunderbaren Kommentaren  noch schreiben außer  DANKE für dieses ehrliche Gespräch.❤,123,1.0,POSITIV,POSITIV
@MrFutur,"Danke für diesen feinen und sehr guten Geschichtsunterricht, 👍🙏",115,1.0,POSITIV,POSITIV
@nachospls,So ein sympathischer kluger Mann. Ich bin froh das er endlich Zeit und Ruhe hat um seine Gedankengänge zuende auszuführen. Nach dem Rufmord der ganzen zwangsfinanzierten Medien! ❤,114,0.75,POSITIV,POSITIV
@martinanieper3619,Danke für das sehr gute Interview!! Herr Höcke ist ein sympathischer sehr reflektierter Mensch!,111,0.5,POSITIV,POSITIV
@choralleberlin,"Wenn Linke Schwimmbäder voller Salztränen heulen, nur weil zwei Leute miteinander reden! 😂",110,-0.5,NEUTRAL,NEGATIV
@Lotte-dx5kr,"Welch ein Gespräch! 
Welch ein Geschichtswissen!
Welch tiefgründiges Verständnis! 
Danke Ben!",106,0.0,POSITIV,NEUTRAL
@brigitteechter3699,Schön das ich  Herrn Höcke  ungestört zuhören durfte da bekomme ich einen richtigen Eindruck von dem Mann  👍  bin Beeindruckt  🤩,100,0.9,POSITIV,POSITIV
@connydwars6222,"Ich hoffe die, die geschlafen haben endlich aufgewacht sind.
Danke an Ben für dieses Interview.",99,0.35,POSITIV,POSITIV
@sers1334,Frau Esken hat mich auf diesen Podcast aufmerksam gemacht Danke 🎉,8855,1.0,POSITIV,POSITIV
@terrarianer,"Danke an Esken, Spiegel und alle anderen Linken Schreihälse. Ihr habt mich erst auf das Video aufmerksam gemacht. Sehr gute Arbeit!",4547,0.433,POSITIV,POSITIV
@marceldehn3398,Wegen der Aussage von Esken wird das Video nun täglich angeklickt und kommentiert :),4498,0.0,POSITIV,NEUTRAL
@boonish1836,Habe mir das erste Mal ein 4 h Plus Video auf YouTube angeschaut und es war jede Minute wert. Besten Dank dafür!,1586,0.0,POSITIV,NEUTRAL
@GeorgBartholmes,Danke Frau Esken das sie mich auf dieses video aufmerksam gemacht haben jede sik hat sich gelohnt,1271,1.0,POSITIV,POSITIV
@Je-d77,"4 Mio in einer Woche, wow! 🙏❤️",850,0.0,NEUTRAL,NEUTRAL
@stevieB265,Unfassbar..über 4 Millionen Aufrufe. Diese Podcastfolge hat der Demokratie gut getan und wird in die Geschichte eingehen.,453,0.5,POSITIV,POSITIV
@FREIYA_IGNIS,"Keine einzige Sekunde in den 4,5 Stunden bereut! Sehr gutes Interview! Danke 🫶",439,0.0,POSITIV,NEUTRAL
@onone771,Schön Herrn Höcke mal in einem normalen Gespräch zuhören zu können. Sehr eloquent und sympathisch,339,0.925,POSITIV,POSITIV
@rene4181-c7m,4 Stunden 36 Minuten ich hätte nie gedacht das fast 5 Stunden Podcast mit einem Politiker so interessant sein können. Was für ein tolles Interview.,234,1.0,POSITIV,POSITIV
@dennisarzet6762,"So einfach bekommt man über 4 Millionen Deutsche dazu, sich 4:30h mit Politik auseinanderzusetzen. Einfach respektvoll miteinander reden und zuhören. So einfach !!!",221,0.48,POSITIV,POSITIV
@karstenschroder164,4 Millionen Aufrufe 🤣. Das hat viel bewegt.  Danke euch,217,0.333,POSITIV,POSITIV
@zPhySicX,Bin auch hier wegen Frau Esken. Starke Werbung. Hat das genaue Gegenteil erreicht.,179,0.233,POSITIV,POSITIV
@dorokupi4396,"Dass es einen Herrn Höcke in diesem Land gibt, macht mir Mut. Danke sehr.",164,0.0,POSITIV,NEUTRAL
@MaticBeatsGermany,"Ich bin nicht links...Nicht rechts. Ich möchte einfach ein sicheres Deutschland. Für alle hier lebenden Menschen 🫶🏻
Dieser Mann steht dafür!",160,0.283,POSITIV,POSITIV
@radzatm,Ich nenne diese Spende den Esken-Zehnten. Danke Ben! Das war großartig. Wir alle sollten dir unseren GEZ Zwangsbeitrag überweisen.,159,0.25,NEUTRAL,POSITIV
@parfumelise6217,Wegen Hass-Esken habe ich das eingeschaltet. Sie hat sich selbst demaskiert.,154,0.0,POSITIV,NEUTRAL
@marcellp.7712,Ein Interview ohne Einordnung. Wie erfrischend.,109,0.35,NEUTRAL,POSITIV
@chilililly9864,"Wirklich angenehmes Gespräch, er strahlt so eine Ruhe aus. Ich finde es toll, dass bei dir jeder zu Wort kommt, so gehört es sich in einer Demokratie.",104,1.0,POSITIV,POSITIV
@DietmarKuntz-bj8se,"Hey Patrioten. 4,1 Millionen das ist der absolute Wahnsinn. ❤❤❤❤❤❤ Dankeschön Dankeschön für den Podcast 🎉😂",99,0.233,POSITIV,POSITIV
@logjammink.4029,"Es ist in manchen Augenblicken unübersehbar, wie Björn Höcke es genießt, das er seine Antworten in Ruhe ausformulieren darf.",97,0.0,NEUTRAL,NEUTRAL
@alexandertarun4581,Bin begeistert. Danke Frau Esken für die Werbung.😊,94,0.5,POSITIV,POSITIV
@ulli5570,Ein wahrer Genuss diesem Interview zuzuhören. Danke dafür. 👍👍👍,91,0.333,POSITIV,POSITIV
@sashka1314,Wow! Krasses Interview. Danke Ben für deinen Mut und deine Offenheit. ❤,89,0.425,POSITIV,POSITIV
@Jujujema,"Ich kannte nichts von ihm, nur paar Schlagzeilen aus den Medien.
Wieder viel gelernt, dankeschön!",87,0.0,POSITIV,NEUTRAL
@s.h.p.f.75,Danke Frau Esken für die Werbung.,10888,0.0,POSITIV,NEUTRAL
@Andress-u8t,"Danke Frau Esken, ohne sie hätte ich diesen spannenden Podcast nie gefunden! So geht Werbung🎉",3280,0.0,POSITIV,NEUTRAL
@friedrichbuchner5387,"Gleich sind es 4 300 000, ein Hoch auf die Meinungsfreiheit!",1204,0.7,POSITIV,POSITIV
@frankbierschneider8785,"4,2mio Zuhörer in 9 Tagen - krass!!",841,0.35,NEUTRAL,POSITIV
@stefaniesuttner,Danke Ben für dieses Dokument der Zeitgeschichte.,740,0.0,POSITIV,NEUTRAL
@der_face,"Bin hier auf Empfehlung von Saskia Esken. Danke für den Tipp hab den Podcast gerade erst angefangen, aber bin jetzt schon begeistert! ❤ Weiter so!",584,0.667,POSITIV,POSITIV
@ozzykay6732,"Herr Höcke ist mir als gebürtigen Polen ziemlich sympathisch geworden. Ein Mann mit Rückgrat.
Danke Frau Esken!",308,0.333,POSITIV,POSITIV
@siriusluminus,"Nach 8 Tagen 4,2 Millionen Aufrufe!

Es gibt offensichtlich ein großes Interesse daran, Herrn Höcke (so wie einige andere politische Akteure) mal aussprechen zu lassen.",288,0.35,POSITIV,POSITIV
@diabolinka1,"Dank Esken ""Werbung"" bin ich auf das Video aufmerksam geworden. Endlich was gut gemacht, Saskia! Weiter so! 🎉",266,0.5,POSITIV,POSITIV
@Nayada123,"Glückwunsch zu 4,2M Aufrufe hoffentlich kommen noch 10M dazu Danke an dich und Höcke",221,0.0,POSITIV,NEUTRAL
@brutus6329,"auch ich habe über Frau Eskens Warnung und Hetze hierher gefunden und kann mich nur den vielen positiven Kommentaren anschließen. Was für eine ruhige, angenehme und interessante Unterhaltung. Danke an euch beide.",201,0.667,POSITIV,POSITIV
@xosihj,"Eine Video einer alten verwirrten Frau hat mich hierhergebracht. Mir war der Kanal neu, aber wird direkt abonniert, danke für deine Arbeit!",187,0.35,POSITIV,POSITIV
@UweGöldner-i7k,"Ein hervorragendes Interview. Erst durch Frau Esken wurde mir bewußt,  daß ich mir wirklich mal 4 Stunden Zeit nehmen muss. Es hat sich voll und ganz gelohnt.",185,0.667,POSITIV,POSITIV
@realerRealist,"Sehr gut. Kein Hass, keine Hetze und jemanden aussprechen lassen....",181,0.5,POSITIV,POSITIV
@BaSiC47,Ich kann als Ausländer nichts negatives an dem Gespräch erkennen. Aber die Reaktion von Frau Esken ist höchst bedenklich und schadet unserer Demokratie.,127,-0.5,POSITIV,NEGATIV
@TT56-w2q,Ich danke der gruseligen Frau Esken für die Empfehlung. Ein tolles Video. 4 Stunden zum  zuhören.,113,0.333,NEUTRAL,POSITIV
@Astrid-l8p3y,Danke Esken  das Sie mich auf das Video aufmerksam gemacht haben! 🥳Ben🥳,105,0.5,NEUTRAL,POSITIV
@michaelf807,Danke Fr. Esken das Sie Werbung für diese tolle Folge machen❤😂,100,1.0,POSITIV,POSITIV
@captainharkness198,"Ich bin mit großer Skepsis an diesen Podcast gegangen. Ich hatte immer das Bild vor mir, wie Höcke von den Medien dargestellt wurde. Als er selbstironisch das Gespräch begann mit sinngemäß ""ich sitze hier und es riecht noch nicht nach Schwefel"" hatte er mich schon fast. Wir haben die 4,5 Stunden durchgehalten und mit der Zeit wuchs Respekt vor diesem sehr ruhigen und klugen Politiker. Mehr von dieser Sorte und es würde mit unserem Land bergauf gehen. Vielen Dank lieber Ben, dass Du dieses Gespräch möglich gemacht hast. Eigentlich gehört es in den ÖRR zur besten Sendezeit.",89,0.293,POSITIV,POSITIV
@koljatoenges,"Egal was Esken totalitär fordert, wir stehen hinter Meinungsfreiheit, Ben und Björn!",84,-1.0,POSITIV,NEGATIV
@Retrogamer-pu5ie,"Bin hier auf Empfehlung von Frau Esken gelandet und bin von diesem Format angetan, jetzt über drei Tage verteilt komplett angesehen und Kanal abonniert 👍",82,0.0,POSITIV,NEUTRAL
@Bine1700,"3 Tage habe ich gebraucht, aber ich habe mir das bis zum Ende angehört. Warum? Ich war neugierig und fand es sehr Spannend. Bevor wir Menschen verurteilen sollten wir uns mit ihnen etwas näher Beschäftigen und evtl. damit auch unsere Glaubenssätze aufbrechen. Tolles offenes Gespräch. Danke dafür",82,0.057,POSITIV,NEUTRAL
@desideriaropke5880,Habe so eine Hochachtung und einen riesen Respekt vor Herrn Höcke!!!  Danke von Herzen❣️❣️❣️,80,0.0,POSITIV,NEUTRAL
@Chappo_x405,"Ein absolut hörenswertes Gespräch - toller Podcast. Danke Ben für deine Arbeit, deinen Mut und dein Rückgrat.",80,0.425,POSITIV,POSITIV
@nicolegelfert2931,"Habe das Interview letztes Wochenende schon angeschaut. Nachdem was Frau Esken und Konsorten jetzt so von sich geben, gibt es von mir nochmal ein Danke. Lieber Ben, mach bitte weiter so.",80,0.333,POSITIV,POSITIV
@rainerhornik,Dank für den Hinweis Frau Esken - wieder was gelernt und verstanden - Ben weiter so,912,0.0,POSITIV,NEUTRAL
@juergenritter9610,"Reden, ausreden lassen , zuhören und nicht unterbrochen zu werden, so muss das sein. War auf jeden Fall jede Sekunde wert, danke dafür",731,0.0,POSITIV,NEUTRAL
@teamredriders3606,"Danke Saskia Esken, danke Helge Lindt,ich bin sehr froh das Ihr mich auf dieses Interview aufmerksam gemacht habt.Nochmals Danke das ich Herrn Höcke zuhören durfte.",709,1.0,POSITIV,POSITIV
